task,theorem,source_file,proof_found,steps_kind,steps,max_depth,transitive_deps,deps_seed_size,obligations,composer_gt_proof_steps,composer_verdict,deps_error,obligations_error
apalache_examples_tendermint/tendermint_single_indinv_proofs_PCAllMonotone.tla,PCAllMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,5,1,16,6,14,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PCSetFlip.tla,PCSetFlip,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PCSetPFlip.tla,PCSetPFlip,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PCSetSubset.tla,PCSetSubset,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PVSetFlip.tla,PVSetFlip,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PVSetPFlip.tla,PVSetPFlip,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PVSetPFlipCard.tla,PVSetPFlipCard,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,2,1,4,4,6,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PVSetQuorumMonotone.tla,PVSetQuorumMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,6,1,17,8,18,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PVSetSubset.tla,PVSetSubset,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,1,1,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PastStartRoundOperator.tla,PastStartRoundOperator,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,4,4,3,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PastStartRoundQuorumMonotone.tla,PastStartRoundQuorumMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,17,2,21,11,52,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PostPrecommitByCorrectGivesPostPrevoteQuorum.tla,PostPrecommitByCorrectGivesPostPrevoteQuorum,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,3,1,50,6,9,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PostPrecommitLocksLaterPrevotesOp.tla,PostPrecommitLocksLaterPrevotesOp,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,54,1,2,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrecommitByCorrectGivesPrevoteQuorum.tla,PrecommitByCorrectGivesPrevoteQuorum,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,3,1,29,6,6,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrecommitLockContra.tla,PrecommitLockContra,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,7,1,42,6,16,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrecommitLocksLaterPrevotesOp.tla,PrecommitLocksLaterPrevotesOp,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,9,2,6,6,15,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrecommitRecTyped.tla,PrecommitRecTyped,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,2,1,0,0,4,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrecommitSenderSetCardinalityMonotone.tla,PrecommitSenderSetCardinalityMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,6,1,14,6,14,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrecommitsLockValueOp.tla,PrecommitsLockValueOp,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,22,4,8,8,37,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_AllValidAndLockedRoundBounded.tla,Pres_AllValidAndLockedRoundBounded,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,51,12,12,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_Faulty.tla,Pres_Bounded_Faulty,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_InsertProposal.tla,Pres_Bounded_InsertProposal,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_OnQuorumOfNilPrevotes.tla,Pres_Bounded_OnQuorumOfNilPrevotes,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_OnTimeoutPropose.tla,Pres_Bounded_OnTimeoutPropose,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_UponProposalInPrecommitNoDecision.tla,Pres_Bounded_UponProposalInPrecommitNoDecision,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_UponProposalInPrevoteOrCommitAndPrevote.tla,Pres_Bounded_UponProposalInPrevoteOrCommitAndPrevote,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,8,1,29,5,14,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_UponProposalInPropose.tla,Pres_Bounded_UponProposalInPropose,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_UponProposalInProposeAndPrevote.tla,Pres_Bounded_UponProposalInProposeAndPrevote,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_UponQuorumOfPrecommitsAny.tla,Pres_Bounded_UponQuorumOfPrecommitsAny,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,7,1,29,5,13,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_Bounded_UponQuorumOfPrevotesAny.tla,Pres_Bounded_UponQuorumOfPrevotesAny,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,28,3,1,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Pres_PrecommitLocksLaterPrevotes.tla,Pres_PrecommitLocksLaterPrevotes,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,12,1,56,4,23,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrevoteAllSenderSetCardinalityMonotone.tla,PrevoteAllSenderSetCardinalityMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,6,1,14,6,14,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrevoteEvidenceSenderSetCardinalityLeAllSenders.tla,PrevoteEvidenceSenderSetCardinalityLeAllSenders,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,6,1,0,5,13,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrevoteRecTyped.tla,PrevoteRecTyped,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,2,1,0,0,4,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrevoteSenderSetCardinalityMonotone.tla,PrevoteSenderSetCardinalityMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,6,1,14,6,14,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_PrevoteValueSenderSetCardinalityLeAllSenders.tla,PrevoteValueSenderSetCardinalityLeAllSenders,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,6,1,0,5,13,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_ProposeRecTyped.tla,ProposeRecTyped,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,2,1,0,0,4,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_Q3UnionMonotone.tla,Q3UnionMonotone,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,5,1,19,9,15,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_QuorumHasCorrect.tla,QuorumHasCorrect,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,2,1,2,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_QuorumsIntersectInCorrect.tla,QuorumsIntersectInCorrect,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,41,2,1,11,116,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_SmallQuorumHasCorrect.tla,SmallQuorumHasCorrect,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,10,1,1,7,27,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_StepChangeChar.tla,StepChangeChar,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,49,2,14,12,105,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_SubsetCFFinite.tla,SubsetCFFinite,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Direct,0,0,0,3,4,,,,
apalache_examples_tendermint/tendermint_single_indinv_proofs_SubsetCardGeq.tla,SubsetCardGeq,source/apalache_examples_tendermint/tendermint_single_indinv_proofs.tla,True,Structured,5,1,0,2,14,,,,
tlaplus_examples_Bakery-Boulangerie/Bakery_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_Bakery-Boulangerie/Bakery.tla,True,Structured,16,2,18,20,38,16,FAIL,,
tlaplus_examples_Bakery-Boulangerie/Boulanger_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_Bakery-Boulangerie/Boulanger.tla,True,Structured,16,2,18,20,38,16,FAIL,,
tlaplus_examples_BlockingQueue/BlockingQueueFair_proofs_EmptySeqRange.tla,EmptySeqRange,source/tlaplus_examples_BlockingQueue/BlockingQueueFair_proofs.tla,True,Direct,0,0,0,1,2,0,PASS,,
tlaplus_examples_BlockingQueue/BlockingQueueFair_proofs_ITypeInv.tla,ITypeInv,source/tlaplus_examples_BlockingQueue/BlockingQueueFair_proofs.tla,True,Structured,15,3,9,15,38,15,PASS,,
tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs_DeadlockFreedom.tla,DeadlockFreedom,source/tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs.tla,True,Structured,10,2,12,13,20,10,FAIL,,
tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs_IInvRefines.tla,IInvRefines,source/tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs.tla,True,Direct,0,0,3,4,2,0,PASS,,
tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs_ITypeInv.tla,ITypeInv,source/tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs.tla,True,Structured,4,1,9,10,7,15,PASS,,
tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs_Implements.tla,Implements,source/tlaplus_examples_BlockingQueue/BlockingQueueSplit_proofs.tla,True,Structured,4,1,11,12,9,4,FAIL,,
tlaplus_examples_BlockingQueue/BlockingQueue_proofs_DeadlockFreedom.tla,DeadlockFreedom,source/tlaplus_examples_BlockingQueue/BlockingQueue_proofs.tla,True,Structured,5,1,12,13,10,10,PASS,,
tlaplus_examples_BlockingQueue/BlockingQueue_proofs_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_BlockingQueue/BlockingQueue_proofs.tla,True,Structured,4,1,9,10,9,4,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_AtMostOneCorrect.tla,AtMostOneCorrect,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Structured,51,5,14,16,83,51,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_AtMostOneViaSmokingSet.tla,AtMostOneViaSmokingSet,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Direct,0,0,2,2,1,0,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_OffersFact.tla,OffersFact,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Direct,0,0,0,1,2,0,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_SmokingSetFinite.tla,SmokingSetFinite,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Structured,4,1,1,4,11,4,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_StartSmokingSmokingSet.tla,StartSmokingSmokingSet,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Structured,5,1,2,2,8,5,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_StopSmokingSmokingSet.tla,StopSmokingSmokingSet,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Structured,16,3,3,2,24,16,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Structured,20,4,8,7,26,20,PASS,,
tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof_UniqueComplement2.tla,UniqueComplement2,source/tlaplus_examples_CigaretteSmokers/CigaretteSmokers_proof.tla,True,Structured,42,4,2,7,89,42,PASS,,
tlaplus_examples_CoffeeCan/CoffeeCan_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_CoffeeCan/CoffeeCan_proof.tla,True,Structured,51,4,12,13,119,51,FAIL,,
tlaplus_examples_DieHard/DieHard_proof_MinNat.tla,MinNat,source/tlaplus_examples_DieHard/DieHard_proof.tla,True,Direct,0,0,1,1,1,0,PASS,,
tlaplus_examples_DieHard/DieHard_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_DieHard/DieHard_proof.tla,True,Structured,45,5,12,12,88,45,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_EnabledGossip.tla,EnabledGossip,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,9,2,3,4,12,9,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_GossipDecreasesMeasure.tla,GossipDecreasesMeasure,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,4,1,15,11,13,4,FAIL,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_GossipDoesntIncreaseMeasure.tla,GossipDoesntIncreaseMeasure,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,9,3,13,10,24,9,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_MeasureIsZero.tla,MeasureIsZero,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,5,1,10,7,23,5,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_MeasureType.tla,MeasureType,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,2,1,8,6,4,2,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_MeasureTypePrime.tla,MeasureTypePrime,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,2,1,8,6,4,2,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_OGLiveness.tla,OGLiveness,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,63,6,20,11,115,63,FAIL,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_Safe.tla,Safe,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,3,1,9,9,7,3,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_SumIsSumFunction.tla,SumIsSumFunction,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Direct,0,0,1,4,1,0,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_SumIsZero.tla,SumIsZero,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,4,1,2,3,10,4,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_SumStronglyMonotonic.tla,SumStronglyMonotonic,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,8,1,2,3,23,8,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_SumType.tla,SumType,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,3,1,2,3,8,3,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_SumWeaklyMonotonic.tla,SumWeaklyMonotonic,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,7,1,2,3,19,7,PASS,,
tlaplus_examples_FiniteMonotonic/CRDT_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_FiniteMonotonic/CRDT_proof.tla,True,Structured,3,1,7,7,6,3,PASS,,
tlaplus_examples_KeyValueStore/KeyValueStore_proof_TypeAndLifecycle.tla,TypeAndLifecycle,source/tlaplus_examples_KeyValueStore/KeyValueStore_proof.tla,True,Structured,13,2,14,13,28,13,CHEATING,,
tlaplus_examples_LearnProofs/AddTwo_TypeInvariant.tla,TypeInvariant,source/tlaplus_examples_LearnProofs/AddTwo.tla,True,Structured,4,1,5,5,8,4,PASS,,
tlaplus_examples_LearnProofs/FindHighest_DoneIndexValueThm.tla,DoneIndexValueThm,source/tlaplus_examples_LearnProofs/FindHighest.tla,True,Structured,7,2,10,9,13,7,PASS,,
tlaplus_examples_LearnProofs/FindHighest_InductiveInvariantHolds.tla,InductiveInvariantHolds,source/tlaplus_examples_LearnProofs/FindHighest.tla,True,Structured,7,2,10,10,13,7,PASS,,
tlaplus_examples_LearnProofs/FindHighest_IsCorrect.tla,IsCorrect,source/tlaplus_examples_LearnProofs/FindHighest.tla,True,Structured,2,1,14,7,7,2,PASS,,
tlaplus_examples_LearnProofs/FindHighest_TypeInvariantHolds.tla,TypeInvariantHolds,source/tlaplus_examples_LearnProofs/FindHighest.tla,True,Structured,7,2,8,8,12,7,PASS,,
tlaplus_examples_LoopInvariance/BinarySearch_SortedLess.tla,SortedLess,source/tlaplus_examples_LoopInvariance/BinarySearch.tla,True,Structured,2,1,1,2,3,2,FAIL,,
tlaplus_examples_LoopInvariance/Quicksort_AutomorphismsCompose.tla,AutomorphismsCompose,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Direct,0,0,1,1,1,0,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_IntervalMinMax.tla,IntervalMinMax,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Direct,0,0,2,2,1,0,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_MaxIsMax.tla,MaxIsMax,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Direct,0,0,1,1,1,0,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_MinIsMin.tla,MinIsMin,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Direct,0,0,1,1,1,0,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_NonemptyMax.tla,NonemptyMax,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Structured,23,4,1,4,36,23,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_NonemptyMin.tla,NonemptyMin,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Structured,23,4,1,4,36,23,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_PartitionsLemma.tla,PartitionsLemma,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Direct,0,0,5,2,2,0,PASS,,
tlaplus_examples_LoopInvariance/Quicksort_PermsOfLemma.tla,PermsOfLemma,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Direct,0,0,3,5,2,0,FAIL,,
tlaplus_examples_LoopInvariance/Quicksort_PermsOfPermsOf.tla,PermsOfPermsOf,source/tlaplus_examples_LoopInvariance/Quicksort.tla,True,Structured,6,1,5,4,17,6,PASS,,
tlaplus_examples_LoopInvariance/SumSequence_FrontDef.tla,FrontDef,source/tlaplus_examples_LoopInvariance/SumSequence.tla,True,Direct,0,0,0,1,1,0,CHEATING,,
tlaplus_examples_LoopInvariance/SumSequence_Lemma1_Proof.tla,Lemma1_Proof,source/tlaplus_examples_LoopInvariance/SumSequence.tla,True,Structured,5,1,1,4,12,5,CHEATING,,
tlaplus_examples_LoopInvariance/SumSequence_Lemma2.tla,Lemma2,source/tlaplus_examples_LoopInvariance/SumSequence.tla,True,Structured,4,1,1,1,7,4,FAIL,,
tlaplus_examples_LoopInvariance/SumSequence_Lemma3.tla,Lemma3,source/tlaplus_examples_LoopInvariance/SumSequence.tla,True,Structured,13,2,2,7,33,13,CHEATING,,
tlaplus_examples_LoopInvariance/SumSequence_Lemma4.tla,Lemma4,source/tlaplus_examples_LoopInvariance/SumSequence.tla,True,Structured,16,2,3,4,32,16,FAIL,,
tlaplus_examples_LoopInvariance/SumSequence_Lemma5_Proof.tla,Lemma5_Proof,source/tlaplus_examples_LoopInvariance/SumSequence.tla,True,Structured,51,5,6,14,138,51,FAIL,,
tlaplus_examples_Majority/MajorityProof_Correctness.tla,Correctness,source/tlaplus_examples_Majority/MajorityProof.tla,True,Structured,21,3,18,16,56,21,FAIL,,
tlaplus_examples_Majority/MajorityProof_OccurrencesOne.tla,OccurrencesOne,source/tlaplus_examples_Majority/MajorityProof.tla,True,Direct,0,0,3,3,3,0,PASS,,
tlaplus_examples_Majority/MajorityProof_OccurrencesPlusOne.tla,OccurrencesPlusOne,source/tlaplus_examples_Majority/MajorityProof.tla,True,Structured,7,2,6,5,21,7,PASS,,
tlaplus_examples_Majority/MajorityProof_OccurrencesType.tla,OccurrencesType,source/tlaplus_examples_Majority/MajorityProof.tla,True,Direct,0,0,4,3,3,0,PASS,,
tlaplus_examples_Majority/MajorityProof_PositionsFinite.tla,PositionsFinite,source/tlaplus_examples_Majority/MajorityProof.tla,True,Direct,0,0,2,6,7,0,PASS,,
tlaplus_examples_Majority/MajorityProof_PositionsOne.tla,PositionsOne,source/tlaplus_examples_Majority/MajorityProof.tla,True,Direct,0,0,1,1,1,0,PASS,,
tlaplus_examples_Majority/MajorityProof_PositionsPlusOne.tla,PositionsPlusOne,source/tlaplus_examples_Majority/MajorityProof.tla,True,Direct,0,0,2,2,1,0,PASS,,
tlaplus_examples_Majority/MajorityProof_PositionsType.tla,PositionsType,source/tlaplus_examples_Majority/MajorityProof.tla,True,Direct,0,0,1,1,1,0,PASS,,
tlaplus_examples_Majority/MajorityProof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_Majority/MajorityProof.tla,True,Structured,3,1,5,5,6,3,PASS,,
tlaplus_examples_MisraReachability/ParReachProofs_TypeInvariant.tla,TypeInvariant,source/tlaplus_examples_MisraReachability/ParReachProofs.tla,True,Structured,3,1,11,13,8,3,PASS,,
tlaplus_examples_MisraReachability/ReachabilityProofs_Reachable0.tla,Reachable0,source/tlaplus_examples_MisraReachability/ReachabilityProofs.tla,True,Structured,6,2,3,3,9,6,PASS,,
tlaplus_examples_MisraReachability/ReachabilityProofs_Reachable1.tla,Reachable1,source/tlaplus_examples_MisraReachability/ReachabilityProofs.tla,True,Structured,25,4,4,6,38,25,PASS,,
tlaplus_examples_MisraReachability/ReachabilityProofs_Reachable2.tla,Reachable2,source/tlaplus_examples_MisraReachability/ReachabilityProofs.tla,True,Structured,13,3,4,5,19,13,PASS,,
tlaplus_examples_MisraReachability/ReachabilityProofs_Reachable3.tla,Reachable3,source/tlaplus_examples_MisraReachability/ReachabilityProofs.tla,True,Direct,0,0,3,2,1,0,PASS,,
tlaplus_examples_MisraReachability/ReachableProofs_Thm1.tla,Thm1,source/tlaplus_examples_MisraReachability/ReachableProofs.tla,True,Structured,7,2,8,10,15,7,PASS,,
tlaplus_examples_MisraReachability/ReachableProofs_Thm2.tla,Thm2,source/tlaplus_examples_MisraReachability/ReachableProofs.tla,True,Structured,2,1,15,5,6,2,FAIL,,
tlaplus_examples_MisraReachability/ReachableProofs_Thm3.tla,Thm3,source/tlaplus_examples_MisraReachability/ReachableProofs.tla,True,Structured,20,5,19,13,44,20,FAIL,,
tlaplus_examples_MissionariesAndCannibals/MissionariesAndCannibals_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_MissionariesAndCannibals/MissionariesAndCannibals_proof.tla,True,Structured,23,3,8,7,40,23,FAIL,,
tlaplus_examples_MultiCarElevator/Elevator_proof_DirectionInElevatorDirectionState.tla,DirectionInElevatorDirectionState,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Direct,0,0,2,2,1,0,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_ElevatorCallFields.tla,ElevatorCallFields,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Direct,0,0,3,1,1,0,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_GetDirectionType.tla,GetDirectionType,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Structured,2,1,2,2,4,2,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_InitImpliesInv1.tla,InitImpliesInv1,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Structured,15,3,9,5,22,15,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_InitImpliesInv2.tla,InitImpliesInv2,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Structured,25,2,20,11,47,25,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_Inv1Next.tla,Inv1Next,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Structured,84,4,28,22,135,84,FAIL,,
tlaplus_examples_MultiCarElevator/Elevator_proof_SafetyCorrect.tla,SafetyCorrect,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Structured,2,1,37,4,6,2,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_StationaryInElevatorDirectionState.tla,StationaryInElevatorDirectionState,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Direct,0,0,2,1,1,0,PASS,,
tlaplus_examples_MultiCarElevator/Elevator_proof_TypeCorrect.tla,TypeCorrect,source/tlaplus_examples_MultiCarElevator/Elevator_proof.tla,True,Structured,2,1,33,4,6,2,PASS,,
tlaplus_examples_Paxos/Consensus_Invariance.tla,Invariance,source/tlaplus_examples_Paxos/Consensus.tla,True,Structured,6,2,5,7,12,6,PASS,,
tlaplus_examples_Paxos/Consensus_LivenessTheorem.tla,LivenessTheorem,source/tlaplus_examples_Paxos/Consensus.tla,True,Structured,6,2,5,7,13,6,PASS,,
tlaplus_examples_Paxos/Voting_QuorumNonEmpty.tla,QuorumNonEmpty,source/tlaplus_examples_Paxos/Voting.tla,True,Direct,0,0,0,1,2,0,PASS,,
tlaplus_examples_PaxosHowToWinATuringAward/Consensus_Invariance.tla,Invariance,source/tlaplus_examples_PaxosHowToWinATuringAward/Consensus.tla,True,Structured,6,2,5,7,12,6,PASS,,
